variante,escenario,tamanio,instancia,repeticion,semilla,algoritmo,tiempo_ms,evaluaciones,F,T_horas,R_horas,N,V,factible,verificada,cumplimiento_pct,cumplimiento_prioritarios_pct,costo,distancia_km,utilizacion_pct,temperatura_inicial
BASE,N025-I02,25,2,25,67,RECOCIDO_SIMULADO,28.6268,4341,11831.96,439.126667,113.928333,0,0,true,true,56,15.384615,10650,1522,31.617647,226.854563
BASE,N025-I02,25,2,25,67,GENETICO,136.9697,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,26,68,GENETICO,203.2497,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,26,68,RECOCIDO_SIMULADO,28.324,4181,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,183.771862
BASE,N025-I02,25,2,27,69,RECOCIDO_SIMULADO,28.6523,4301,11834.188333,441.355,113.928333,0,0,true,true,56,15.384615,11066,1590,31.617647,210.227997
BASE,N025-I02,25,2,27,69,GENETICO,135.5354,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,28,70,GENETICO,207.1689,9060,11838,431.666667,114.063333,0,0,true,true,56,15.384615,11656,1702,31.617647,
BASE,N025-I02,25,2,28,70,RECOCIDO_SIMULADO,28.0621,4221,11835.33,442.496667,113.928333,0,0,true,true,56,15.384615,10976,1508,31.617647,192.209589
BASE,N025-I02,25,2,29,71,RECOCIDO_SIMULADO,28.1803,4061,11833.175,440.341667,113.928333,0,0,true,true,56,15.384615,10868,1496,31.617647,156.329248
BASE,N025-I02,25,2,29,71,GENETICO,122.3596,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I03,25,3,0,42,GENETICO,118.1411,9060,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,
BASE,N025-I03,25,3,0,42,RECOCIDO_SIMULADO,29.6354,4381,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,233.151164
BASE,N025-I03,25,3,1,43,RECOCIDO_SIMULADO,27.1102,4101,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,160.80591
BASE,N025-I03,25,3,1,43,GENETICO,211.1839,9060,12031.785,415.118333,116.166667,0,0,true,true,68,52.941176,11432,1636,28.676471,
BASE,N025-I03,25,3,2,44,GENETICO,476.7994,9060,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,
BASE,N025-I03,25,3,2,44,RECOCIDO_SIMULADO,27.8531,4181,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,186.827859
BASE,N025-I03,25,3,3,45,RECOCIDO_SIMULADO,36.2088,4181,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,186.578676
BASE,N025-I03,25,3,3,45,GENETICO,341.05,9060,12032.235,415.568333,116.166667,0,0,true,true,68,52.941176,10832,1536,28.676471,
BASE,N025-I03,25,3,4,46,GENETICO,133.4189,9060,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,
BASE,N025-I03,25,3,4,46,RECOCIDO_SIMULADO,26.6785,4021,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,151.920014
BASE,N025-I03,25,3,5,47,RECOCIDO_SIMULADO,29.9769,4381,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,241.584082
BASE,N025-I03,25,3,5,47,GENETICO,298.5263,9060,12031.785,415.118333,116.166667,0,0,true,true,68,52.941176,10936,1574,28.676471,
