variante,algoritmo,tamanio,corridas,factibles_pct,metrica,media,mediana,desviacion_muestral,mejor,peor
OBJ_B2_ALTO,RECOCIDO_SIMULADO,25,150,100,costo,11141.746667,10740,732.250784,9790,13196
OBJ_B2_ALTO,RECOCIDO_SIMULADO,25,150,100,distanciaKm,1579.24,1536,117.900577,1352,1872
OBJ_B2_ALTO,RECOCIDO_SIMULADO,25,150,100,utilizacionPct,31.862745,31.127451,5.718876,42.401961,25.490196
OBJ_B2_ALTO,GENETICO,50,150,100,objetivo,88081.209422,84015.165,9393.11087,80089.986667,106631.355
OBJ_B2_ALTO,GENETICO,50,150,100,tiempoMs,220.953101,204.4875,52.49586,173.5858,545.4948
OBJ_B2_ALTO,GENETICO,50,150,100,evaluaciones,9060,9060,0,9060,9060
OBJ_B2_ALTO,GENETICO,50,150,100,cumplimientoPct,28.066667,28,1.595576,32,26
OBJ_B2_ALTO,GENETICO,50,150,100,cumplimientoPrioritariosPct,12.894153,12.903226,3.562326,17.647059,7.142857
OBJ_B2_ALTO,GENETICO,50,150,100,retrasoHoras,861.792956,824.968333,89.542701,784.846667,1046.876667
OBJ_B2_ALTO,GENETICO,50,150,100,tiempoAtencionHoras,1701.913867,1722.056667,139.139047,1515.943333,1943.798333
OBJ_B2_ALTO,GENETICO,50,150,100,noAsignados,0.04,0,0.196616,0,1
OBJ_B2_ALTO,GENETICO,50,150,100,costo,15600.533333,15706,1037.494806,14012,17416
OBJ_B2_ALTO,GENETICO,50,150,100,distanciaKm,2334.453333,2288,181.81518,2086,2698
OBJ_B2_ALTO,GENETICO,50,150,100,utilizacionPct,64.413399,64.460784,6.198704,74.019608,54.166667
OBJ_B2_ALTO,RECOCIDO_SIMULADO,50,150,100,objetivo,88087.875322,83866.193333,9480.772441,79959.465,106671.755
OBJ_B2_ALTO,RECOCIDO_SIMULADO,50,150,100,tiempoMs,52.224687,52.14705,1.324265,48.757,56.6045
OBJ_B2_ALTO,RECOCIDO_SIMULADO,50,150,100,evaluaciones,4866.333333,4861,105.03222,4581,5101
OBJ_B2_ALTO,RECOCIDO_SIMULADO,50,150,100,cumplimientoPct,28.106667,28,1.791654,32,24
OBJ_B2_ALTO,RECOCIDO_SIMULADO,50,150,100,cumplimientoPrioritariosPct,12.862578,12.903226,3.551766,17.647059,7.142857
OBJ_B2_ALTO,RECOCIDO_SIMULADO,50,150,100,retrasoHoras,863.779256,823.450833,93.590857,783.49,1047.276667
OBJ_B2_ALTO,RECOCIDO_SIMULADO,50,150,100,tiempoAtencionHoras,1709.949767,1723.314167,142.806691,1518.03,1957.253333
OBJ_B2_ALTO,RECOCIDO_SIMULADO,50,150,100,noAsignados,0,0,0,0,0
OBJ_B2_ALTO,RECOCIDO_SIMULADO,50,150,100,costo,16550.693333,16459,1216.852381,14324,19980
OBJ_B2_ALTO,RECOCIDO_SIMULADO,50,150,100,distanciaKm,2477.173333,2476,204.216517,2112,3056
OBJ_B2_ALTO,RECOCIDO_SIMULADO,50,150,100,utilizacionPct,64.509804,64.460784,6.328107,74.019608,54.166667
OBJ_B1_ALTO,GENETICO,25,150,100,objetivo,67427.537789,57478.363333,21660.586955,53881.123333,110888.18
OBJ_B1_ALTO,GENETICO,25,150,100,tiempoMs,225.539794,197.12565,118.342274,101.9234,734.5407
OBJ_B1_ALTO,GENETICO,25,150,100,evaluaciones,9060,9060,0,9060,9060
OBJ_B1_ALTO,GENETICO,25,150,100,cumplimientoPct,58.266667,56,8.687464,68,44
OBJ_B1_ALTO,GENETICO,25,150,100,cumplimientoPrioritariosPct,30.066109,27.272727,12.759255,52.941176,15.384615
OBJ_B1_ALTO,GENETICO,25,150,100,retrasoHoras,133.906244,114.093333,43.194195,106.766667,220.563333
OBJ_B1_ALTO,GENETICO,25,150,100,tiempoAtencionHoras,474.415567,431.696667,72.143568,414.818333,606.513333
OBJ_B1_ALTO,GENETICO,25,150,100,noAsignados,0,0,0,0,0
OBJ_B1_ALTO,GENETICO,25,150,100,costo,11362.266667,10836,979.363707,9948,13420
OBJ_B1_ALTO,GENETICO,25,150,100,distanciaKm,1629.013333,1536,152.406335,1412,1934
OBJ_B1_ALTO,GENETICO,25,150,100,utilizacionPct,31.862745,31.127451,5.718876,42.401961,25.490196
OBJ_B1_ALTO,RECOCIDO_SIMULADO,25,150,100,objetivo,67392.286611,57478.363333,21658.910746,53881.713333,110658.245
OBJ_B1_ALTO,RECOCIDO_SIMULADO,25,150,100,tiempoMs,36.807417,36.59565,1.467853,33.6803,45.9158
OBJ_B1_ALTO,RECOCIDO_SIMULADO,25,150,100,evaluaciones,5530.866667,5541,152.028727,5181,5861
OBJ_B1_ALTO,RECOCIDO_SIMULADO,25,150,100,cumplimientoPct,59.386667,56,7.554533,68,48
OBJ_B1_ALTO,RECOCIDO_SIMULADO,25,150,100,cumplimientoPrioritariosPct,31.822972,27.272727,12.450178,52.941176,15.384615
OBJ_B1_ALTO,RECOCIDO_SIMULADO,25,150,100,retrasoHoras,133.828756,114.093333,43.187849,106.766667,220.098333
OBJ_B1_ALTO,RECOCIDO_SIMULADO,25,150,100,tiempoAtencionHoras,477.908833,431.696667,73.076406,416.048333,623.138333
OBJ_B1_ALTO,RECOCIDO_SIMULADO,25,150,100,noAsignados,0,0,0,0,0
OBJ_B1_ALTO,RECOCIDO_SIMULADO,25,150,100,costo,11096.96,10740,656.831635,9866,12896
OBJ_B1_ALTO,RECOCIDO_SIMULADO,25,150,100,distanciaKm,1571.613333,1536,107.070245,1332,1832
OBJ_B1_ALTO,RECOCIDO_SIMULADO,25,150,100,utilizacionPct,31.862745,31.127451,5.718876,42.401961,25.490196
OBJ_B1_ALTO,GENETICO,50,150,100,objetivo,425468.380844,414002.498333,31689.479573,393633.373333,517359.25
OBJ_B1_ALTO,GENETICO,50,150,100,tiempoMs,247.726585,208.7532,85.653114,183.0939,660.7226
OBJ_B1_ALTO,GENETICO,50,150,100,evaluaciones,9060,9060,0,9060,9060
OBJ_B1_ALTO,GENETICO,50,150,100,cumplimientoPct,28.093333,28,1.61098,32,26
OBJ_B1_ALTO,GENETICO,50,150,100,cumplimientoPrioritariosPct,12.94035,12.903226,3.572348,17.647059,7.142857
OBJ_B1_ALTO,GENETICO,50,150,100,retrasoHoras,846.649878,824.968333,61.683317,784.058333,1028.911667
OBJ_B1_ALTO,GENETICO,50,150,100,tiempoAtencionHoras,1676.775289,1721.323333,104.486943,1513.868333,1903.416667
OBJ_B1_ALTO,GENETICO,50,150,100,noAsignados,0.466667,0,1.014437,0,4
OBJ_B1_ALTO,GENETICO,50,150,100,costo,15472.8,15578,1003.947885,14012,17432
OBJ_B1_ALTO,GENETICO,50,150,100,distanciaKm,2305.826667,2286,167.145146,2062,2648
OBJ_B1_ALTO,GENETICO,50,150,100,utilizacionPct,63.377451,64.460784,4.942772,71.568627,54.166667
OBJ_B1_ALTO,RECOCIDO_SIMULADO,50,150,100,objetivo,433405.709033,413381.611667,46916.859625,393312.565,525364.508333
OBJ_B1_ALTO,RECOCIDO_SIMULADO,50,150,100,tiempoMs,65.595097,65.5534,1.828708,60.8127,74.4341
OBJ_B1_ALTO,RECOCIDO_SIMULADO,50,150,100,evaluaciones,6114.066667,6101,105.423064,5821,6341
OBJ_B1_ALTO,RECOCIDO_SIMULADO,50,150,100,cumplimientoPct,28.08,28,2.109486,32,24
OBJ_B1_ALTO,RECOCIDO_SIMULADO,50,150,100,cumplimientoPrioritariosPct,12.890995,14.705882,3.506401,17.647059,7.142857
OBJ_B1_ALTO,RECOCIDO_SIMULADO,50,150,100,retrasoHoras,863.390833,823.7175,93.591031,783.403333,1046.836667
OBJ_B1_ALTO,RECOCIDO_SIMULADO,50,150,100,tiempoAtencionHoras,1710.292367,1726.089167,142.943539,1519.388333,1964.255
OBJ_B1_ALTO,RECOCIDO_SIMULADO,50,150,100,noAsignados,0,0,0,0,0
OBJ_B1_ALTO,RECOCIDO_SIMULADO,50,150,100,costo,16731.76,16746,1020.537585,14164,19596
OBJ_B1_ALTO,RECOCIDO_SIMULADO,50,150,100,distanciaKm,2516.76,2513,171.130575,2110,2972
OBJ_B1_ALTO,RECOCIDO_SIMULADO,50,150,100,utilizacionPct,64.509804,64.460784,6.328107,74.019608,54.166667
