variante,algoritmo,tamanio,corridas,factibles_pct,metrica,media,mediana,desviacion_muestral,mejor,peor
SA_IT200,RECOCIDO_SIMULADO,25,150,100,cumplimientoPrioritariosPct,31.517089,27.272727,12.483976,52.941176,15.384615
SA_IT200,RECOCIDO_SIMULADO,25,150,100,retrasoHoras,133.751911,113.928333,43.103957,106.766667,219.668333
SA_IT200,RECOCIDO_SIMULADO,25,150,100,tiempoAtencionHoras,477.286211,436.280833,72.774784,416.048333,620.558333
SA_IT200,RECOCIDO_SIMULADO,25,150,100,noAsignados,0,0,0,0,0
SA_IT200,RECOCIDO_SIMULADO,25,150,100,costo,11116.213333,10740,698.944329,9944,13476
SA_IT200,RECOCIDO_SIMULADO,25,150,100,distanciaKm,1573.293333,1536,108.936565,1340,1894
SA_IT200,RECOCIDO_SIMULADO,25,150,100,utilizacionPct,31.862745,31.127451,5.718876,42.401961,25.490196
SA_IT200,RECOCIDO_SIMULADO,50,150,100,objetivo,87890.807544,83739.61,9465.326079,79831.161667,106396.586667
SA_IT200,RECOCIDO_SIMULADO,50,150,100,tiempoMs,245.426581,245.52965,5.576167,230.5783,259.2866
SA_IT200,RECOCIDO_SIMULADO,50,150,100,evaluaciones,23927.666667,23901,525.161102,22501,25101
SA_IT200,RECOCIDO_SIMULADO,50,150,100,cumplimientoPct,28.066667,28,2.025564,32,24
SA_IT200,RECOCIDO_SIMULADO,50,150,100,cumplimientoPrioritariosPct,12.842121,14.705882,3.49471,17.647059,7.142857
SA_IT200,RECOCIDO_SIMULADO,50,150,100,retrasoHoras,861.839689,822.205,93.446701,782.221667,1044.466667
SA_IT200,RECOCIDO_SIMULADO,50,150,100,tiempoAtencionHoras,1706.838656,1721.935,142.176577,1514.49,1958.92
SA_IT200,RECOCIDO_SIMULADO,50,150,100,noAsignados,0,0,0,0,0
SA_IT200,RECOCIDO_SIMULADO,50,150,100,costo,16298.013333,16126,1010.743005,14002,18746
SA_IT200,RECOCIDO_SIMULADO,50,150,100,distanciaKm,2461.666667,2437,160.353036,2074,2922
SA_IT200,RECOCIDO_SIMULADO,50,150,100,utilizacionPct,64.509804,64.460784,6.328107,74.019608,54.166667
SA_ENF090,RECOCIDO_SIMULADO,25,150,100,objetivo,13874.234344,11841.03,4391.289106,11175.046667,22697.865
SA_ENF090,RECOCIDO_SIMULADO,25,150,100,tiempoMs,14.587256,14.5289,0.550162,13.524,16.6952
SA_ENF090,RECOCIDO_SIMULADO,25,150,100,evaluaciones,2149.8,2141,73.693725,1981,2301
SA_ENF090,RECOCIDO_SIMULADO,25,150,100,cumplimientoPct,59.306667,56,7.653526,68,44
SA_ENF090,RECOCIDO_SIMULADO,25,150,100,cumplimientoPrioritariosPct,31.700096,27.272727,12.500572,52.941176,15.384615
SA_ENF090,RECOCIDO_SIMULADO,25,150,100,retrasoHoras,133.965778,114.093333,43.264115,106.766667,220.906667
SA_ENF090,RECOCIDO_SIMULADO,25,150,100,tiempoAtencionHoras,477.656567,431.696667,72.858815,416.048333,616.113333
