variante,escenario,algoritmo,repeticion,vehiculo,almacen_origen,orden,id_pedido
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TB01,ALM-CENTRAL,2,518
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TB02,ALM-CENTRAL,1,336
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TB02,ALM-CENTRAL,2,6
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TB02,ALM-CENTRAL,3,668
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TB03,ALM-CENTRAL,1,680
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TB03,ALM-CENTRAL,2,662
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TB04,ALM-CENTRAL,1,665
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TB04,ALM-CENTRAL,2,674
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TB05,ALM-CENTRAL,1,322
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TB06,ALM-CENTRAL,1,29
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TB06,ALM-CENTRAL,2,675
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TB07,ALM-CENTRAL,1,33
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TB07,ALM-CENTRAL,2,515
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TB08,ALM-CENTRAL,1,19
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TB08,ALM-CENTRAL,2,191
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TB09,ALM-CENTRAL,1,31
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TB09,ALM-CENTRAL,2,678
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TB10,ALM-CENTRAL,1,14
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TB10,ALM-CENTRAL,2,677
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TB11,ALM-CENTRAL,1,354
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TB11,ALM-CENTRAL,2,486
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TB12,ALM-CENTRAL,1,209
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TB12,ALM-CENTRAL,2,652
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM01,ALM-CENTRAL,1,342
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM01,ALM-CENTRAL,2,26
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM01,ALM-CENTRAL,3,681
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM02,ALM-CENTRAL,1,320
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM02,ALM-CENTRAL,2,655
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM03,ALM-CENTRAL,1,664
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM03,ALM-CENTRAL,2,500
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM04,ALM-CENTRAL,1,197
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM04,ALM-CENTRAL,2,660
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM05,ALM-CENTRAL,1,490
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM05,ALM-CENTRAL,2,9
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM06,ALM-CENTRAL,1,200
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM06,ALM-CENTRAL,2,650
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM06,ALM-CENTRAL,3,658
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM07,ALM-CENTRAL,1,18
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM07,ALM-CENTRAL,2,37
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM07,ALM-CENTRAL,3,651
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM08,ALM-CENTRAL,1,22
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM08,ALM-CENTRAL,2,506
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM09,ALM-CENTRAL,1,190
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM09,ALM-CENTRAL,2,492
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM10,ALM-CENTRAL,1,333
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM10,ALM-CENTRAL,2,511
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM11,ALM-CENTRAL,1,12
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM11,ALM-CENTRAL,2,351
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM11,ALM-CENTRAL,3,666
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM12,ALM-CENTRAL,1,498
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM12,ALM-CENTRAL,2,485
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM12,ALM-CENTRAL,3,659
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM13,ALM-CENTRAL,1,30
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM14,ALM-CENTRAL,1,32
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM14,ALM-CENTRAL,2,36
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM14,ALM-CENTRAL,3,663
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM15,ALM-CENTRAL,1,196
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM15,ALM-CENTRAL,2,328
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,TM15,ALM-CENTRAL,3,16
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,1
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,2
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,3
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,5
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,7
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,8
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,10
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,11
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,13
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,15
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,17
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,20
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,23
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,25
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,27
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,28
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,34
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,35
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,38
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,189
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,193
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,194
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,195
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,199
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,202
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,203
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,204
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,205
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,206
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,207
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,208
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,210
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,211
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,212
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,214
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,215
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,218
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,221
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,222
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,223
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,224
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,225
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,318
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,321
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,323
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,325
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,326
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,327
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,329
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,330
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,331
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,332
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,335
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,337
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,338
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,340
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,341
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,343
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,344
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,345
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,346
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,347
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,348
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,350
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,352
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,487
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,493
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,494
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,495
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,497
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,503
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,504
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,505
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,507
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,508
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,509
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,510
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,512
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,513
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,514
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,519
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,645
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,648
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,653
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,654
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,656
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,661
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,667
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,669
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,672
BASE,SIMULACION_CINCO_DIAS-ALTA-N01,GENETICO,1,NO_ASIGNADO,,,679
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA02,ALM-CENTRAL,1,214
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA02,ALM-CENTRAL,2,657
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA02,ALM-CENTRAL,3,653
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA02,ALM-CENTRAL,4,679
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA03,ALM-CENTRAL,1,12
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA03,ALM-CENTRAL,2,496
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA03,ALM-CENTRAL,3,681
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA03,ALM-CENTRAL,4,675
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA03,ALM-CENTRAL,5,509
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA04,ALM-CENTRAL,1,497
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA04,ALM-CENTRAL,2,45
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA04,ALM-CENTRAL,3,697
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA04,ALM-CENTRAL,4,516
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA04,ALM-CENTRAL,5,527
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA05,ALM-CENTRAL,1,221
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA05,ALM-CENTRAL,2,211
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA05,ALM-CENTRAL,3,504
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA06,ALM-CENTRAL,1,344
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA06,ALM-CENTRAL,2,337
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA06,ALM-CENTRAL,3,209
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA06,ALM-CENTRAL,4,488
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA07,ALM-CENTRAL,1,23
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA07,ALM-CENTRAL,2,502
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA07,ALM-CENTRAL,3,485
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA07,ALM-CENTRAL,4,667
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA08,ALM-CENTRAL,1,539
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA08,ALM-CENTRAL,2,324
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA08,ALM-CENTRAL,3,513
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA09,ALM-CENTRAL,1,370
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA09,ALM-CENTRAL,2,191
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA09,ALM-CENTRAL,3,645
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA09,ALM-CENTRAL,4,649
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA10,ALM-CENTRAL,1,536
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA10,ALM-CENTRAL,2,511
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA10,ALM-CENTRAL,3,235
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA10,ALM-CENTRAL,4,659
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TA10,ALM-CENTRAL,5,652
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TB01,ALM-CENTRAL,1,322
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TB02,ALM-CENTRAL,1,486
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TB02,ALM-CENTRAL,2,49
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TB03,ALM-CENTRAL,1,499
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TB04,ALM-CENTRAL,1,359
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TB04,ALM-CENTRAL,2,31
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TB05,ALM-CENTRAL,1,200
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TB05,ALM-CENTRAL,2,686
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TB06,ALM-CENTRAL,1,662
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TB06,ALM-CENTRAL,2,668
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TB07,ALM-CENTRAL,1,532
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TB07,ALM-CENTRAL,2,42
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TB08,ALM-CENTRAL,1,357
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TB08,ALM-CENTRAL,2,534
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TB09,ALM-CENTRAL,1,684
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TB10,ALM-CENTRAL,1,26
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TB10,ALM-CENTRAL,2,665
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TB11,ALM-CENTRAL,1,213
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TB11,ALM-CENTRAL,2,333
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TB11,ALM-CENTRAL,3,190
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TB12,ALM-CENTRAL,1,690
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM01,ALM-CENTRAL,1,332
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM01,ALM-CENTRAL,2,680
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM01,ALM-CENTRAL,3,666
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM02,ALM-CENTRAL,1,18
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM02,ALM-CENTRAL,2,351
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM02,ALM-CENTRAL,3,658
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM03,ALM-CENTRAL,1,498
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM03,ALM-CENTRAL,2,368
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM03,ALM-CENTRAL,3,685
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM04,ALM-CENTRAL,1,664
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM04,ALM-CENTRAL,2,500
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM05,ALM-CENTRAL,1,342
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM05,ALM-CENTRAL,2,16
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM05,ALM-CENTRAL,3,651
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM06,ALM-CENTRAL,1,654
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM06,ALM-CENTRAL,2,515
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM06,ALM-CENTRAL,3,671
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM07,ALM-CENTRAL,1,34
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM07,ALM-CENTRAL,2,14
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM07,ALM-CENTRAL,3,197
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM07,ALM-CENTRAL,4,677
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM08,ALM-CENTRAL,1,36
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM08,ALM-CENTRAL,2,673
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM09,ALM-CENTRAL,1,660
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM09,ALM-CENTRAL,2,491
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM10,ALM-CENTRAL,1,320
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM10,ALM-CENTRAL,2,655
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM11,ALM-CENTRAL,1,336
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM11,ALM-CENTRAL,2,688
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM11,ALM-CENTRAL,3,687
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM12,ALM-CENTRAL,1,507
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM12,ALM-CENTRAL,2,674
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM13,ALM-CENTRAL,1,13
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM13,ALM-CENTRAL,2,21
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM13,ALM-CENTRAL,3,328
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM14,ALM-CENTRAL,1,27
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM14,ALM-CENTRAL,2,339
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM14,ALM-CENTRAL,3,650
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM15,ALM-CENTRAL,1,517
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,TM15,ALM-CENTRAL,2,694
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,NO_ASIGNADO,,,1
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,NO_ASIGNADO,,,2
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,NO_ASIGNADO,,,3
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,NO_ASIGNADO,,,4
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,NO_ASIGNADO,,,5
BASE,SIMULACION_CINCO_DIAS-CRITICA-N01,GENETICO,0,NO_ASIGNADO,,,6
