variante,escenario,algoritmo,repeticion,semilla,iteracion,evaluaciones,mejor_F
BASE,N025-I01,GENETICO,0,777,102,6180,22555.336667
BASE,N025-I01,GENETICO,0,777,103,6240,22555.336667
BASE,N025-I01,GENETICO,0,777,104,6300,22555.336667
BASE,N025-I01,GENETICO,0,777,105,6360,22555.336667
BASE,N025-I01,GENETICO,0,777,106,6420,22555.336667
BASE,N025-I01,GENETICO,0,777,107,6480,22555.336667
BASE,N025-I01,GENETICO,0,777,108,6540,22555.336667
BASE,N025-I01,GENETICO,0,777,109,6600,22555.336667
BASE,N025-I01,GENETICO,0,777,110,6660,22555.336667
BASE,N025-I01,GENETICO,0,777,111,6720,22555.336667
BASE,N025-I01,GENETICO,0,777,112,6780,22555.336667
BASE,N025-I01,GENETICO,0,777,113,6840,22555.336667
BASE,N025-I01,GENETICO,0,777,114,6900,22555.336667
BASE,N025-I01,GENETICO,0,777,115,6960,22555.336667
BASE,N025-I01,GENETICO,0,777,116,7020,22555.336667
BASE,N025-I01,GENETICO,0,777,117,7080,22555.336667
BASE,N025-I01,GENETICO,0,777,118,7140,22555.336667
BASE,N025-I01,GENETICO,0,777,119,7200,22555.336667
BASE,N025-I01,GENETICO,0,777,120,7260,22555.336667
BASE,N025-I01,GENETICO,0,777,121,7320,22555.336667
BASE,N025-I01,GENETICO,0,777,122,7380,22555.336667
BASE,N025-I01,GENETICO,0,777,123,7440,22555.336667
BASE,N025-I01,GENETICO,0,777,124,7500,22555.336667
BASE,N025-I01,GENETICO,0,777,125,7560,22555.336667
BASE,N025-I01,GENETICO,0,777,126,7620,22555.336667
BASE,N025-I01,GENETICO,0,777,127,7680,22555.336667
BASE,N025-I01,GENETICO,0,777,128,7740,22555.336667
BASE,N025-I01,GENETICO,0,777,129,7800,22555.336667
BASE,N025-I01,GENETICO,0,777,130,7860,22555.336667
BASE,N025-I01,GENETICO,0,777,131,7920,22555.336667
BASE,N025-I01,GENETICO,0,777,132,7980,22555.336667
BASE,N025-I01,GENETICO,0,777,133,8040,22555.336667
BASE,N025-I01,GENETICO,0,777,134,8100,22555.336667
BASE,N025-I01,GENETICO,0,777,135,8160,22555.336667
BASE,N025-I01,GENETICO,0,777,136,8220,22555.336667
BASE,N025-I01,GENETICO,0,777,137,8280,22555.336667
BASE,N025-I01,GENETICO,0,777,138,8340,22555.336667
BASE,N025-I01,GENETICO,0,777,139,8400,22555.336667
BASE,N025-I01,GENETICO,0,777,140,8460,22555.336667
BASE,N025-I01,GENETICO,0,777,141,8520,22555.336667
BASE,N025-I01,GENETICO,0,777,142,8580,22555.336667
BASE,N025-I01,GENETICO,0,777,143,8640,22555.336667
BASE,N025-I01,GENETICO,0,777,144,8700,22555.336667
BASE,N025-I01,GENETICO,0,777,145,8760,22555.336667
BASE,N025-I01,GENETICO,0,777,146,8820,22555.336667
BASE,N025-I01,GENETICO,0,777,147,8880,22555.336667
BASE,N025-I01,GENETICO,0,777,148,8940,22555.336667
BASE,N025-I01,GENETICO,0,777,149,9000,22555.336667
BASE,N025-I01,GENETICO,0,777,150,9060,22555.336667
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,0,101,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,1,141,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,2,181,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,3,221,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,4,261,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,5,301,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,6,341,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,7,381,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,8,421,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,9,461,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,10,501,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,11,541,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,12,581,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,13,621,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,14,661,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,15,701,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,16,741,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,17,781,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,18,821,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,19,861,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,20,901,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,21,941,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,22,981,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,23,1021,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,24,1061,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,25,1101,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,26,1141,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,27,1181,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,28,1221,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,29,1261,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,30,1301,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,31,1341,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,32,1381,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,33,1421,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,34,1461,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,35,1501,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,36,1541,22697.865
BASE,N025-I01,RECOCIDO_SIMULADO,0,777,37,1581,22697.865
