variante,escenario,tamanio,instancia,repeticion,semilla,algoritmo,tiempo_ms,evaluaciones,F,T_horas,R_horas,N,V,factible,verificada,cumplimiento_pct,cumplimiento_prioritarios_pct,costo,distancia_km,utilizacion_pct,temperatura_inicial
BASE,N025-I02,25,2,22,799,GENETICO,123.1705,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,22,799,RECOCIDO_SIMULADO,27.8038,4101,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,163.013174
BASE,N025-I02,25,2,23,800,RECOCIDO_SIMULADO,28.4251,4381,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,236.938358
BASE,N025-I02,25,2,23,800,GENETICO,320.1147,9060,11838,431.666667,114.063333,0,0,true,true,56,15.384615,11656,1702,31.617647,
BASE,N025-I02,25,2,24,801,GENETICO,117.1995,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,24,801,RECOCIDO_SIMULADO,28.5819,4341,11832.306667,439.473333,113.928333,0,0,true,true,56,15.384615,10932,1522,31.617647,220.334076
BASE,N025-I02,25,2,25,802,RECOCIDO_SIMULADO,31.9275,4381,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,231.692232
BASE,N025-I02,25,2,25,802,GENETICO,160.5152,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,26,803,GENETICO,421.7016,9060,11838,431.666667,114.063333,0,0,true,true,56,15.384615,11656,1702,31.617647,
BASE,N025-I02,25,2,26,803,RECOCIDO_SIMULADO,27.4873,4181,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,179.253745
BASE,N025-I02,25,2,27,804,RECOCIDO_SIMULADO,28.27,4421,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,252.780674
BASE,N025-I02,25,2,27,804,GENETICO,119.9557,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,28,805,GENETICO,117.5401,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I02,25,2,28,805,RECOCIDO_SIMULADO,28.1112,4341,11834.5,441.666667,113.928333,0,0,true,true,56,15.384615,11560,1610,31.617647,229.08587
BASE,N025-I02,25,2,29,806,RECOCIDO_SIMULADO,28.0402,4381,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,237.511057
BASE,N025-I02,25,2,29,806,GENETICO,120.8911,9060,11841.03,431.696667,114.093333,0,0,true,true,56,15.384615,11648,1702,31.617647,
BASE,N025-I03,25,3,0,777,GENETICO,121.9381,9060,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,
BASE,N025-I03,25,3,0,777,RECOCIDO_SIMULADO,28.174,4261,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,205.266741
BASE,N025-I03,25,3,1,778,RECOCIDO_SIMULADO,26.3627,4061,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,157.733026
BASE,N025-I03,25,3,1,778,GENETICO,131.8473,9060,12031.785,415.118333,116.166667,0,0,true,true,68,52.941176,11432,1636,28.676471,
BASE,N025-I03,25,3,2,779,GENETICO,359.9947,9060,12032.22,415.553333,116.166667,0,0,true,true,68,52.941176,10836,1536,28.676471,
BASE,N025-I03,25,3,2,779,RECOCIDO_SIMULADO,29.1591,4341,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,227.551773
BASE,N025-I03,25,3,3,780,RECOCIDO_SIMULADO,27.0871,4101,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,160.566567
BASE,N025-I03,25,3,3,780,GENETICO,340.5792,9060,12031.785,415.118333,116.166667,0,0,true,true,68,52.941176,10936,1574,28.676471,
BASE,N025-I03,25,3,4,781,GENETICO,346.473,9060,12032.16,415.493333,116.166667,0,0,true,true,68,52.941176,10852,1536,28.676471,
BASE,N025-I03,25,3,4,781,RECOCIDO_SIMULADO,27.5295,4261,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,199.167664
BASE,N025-I03,25,3,5,782,RECOCIDO_SIMULADO,26.7994,3981,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,143.754009
BASE,N025-I03,25,3,5,782,GENETICO,180.5956,9060,12032.16,415.493333,116.166667,0,0,true,true,68,52.941176,10852,1536,28.676471,
BASE,N025-I03,25,3,6,783,GENETICO,419.6838,9060,12032.235,415.568333,116.166667,0,0,true,true,68,52.941176,10832,1536,28.676471,
BASE,N025-I03,25,3,6,783,RECOCIDO_SIMULADO,27.4433,4261,12032.715,416.048333,116.166667,0,0,true,true,68,52.941176,10704,1536,28.676471,197.558828
